,Latitude,Longitude,Weight
0,-37.689596,145.105088,0.0043559427504667085
1,-37.686741999999995,145.10558799999998,0.0043559427504667085
2,-37.683643,145.108743,0.0043559427504667085
3,-37.682590999999995,145.111331,0.0043559427504667085
4,-37.685336,145.11731899999998,0.0043559427504667085
5,-37.682753000000005,145.11961499999998,0.0043559427504667085
6,-37.73643,145.04445,0.048137612232198417
7,-37.72242,145.04811,0.043603875900080004
8,-37.741638,145.04343500000002,0.048137612232198417
9,-37.742127,145.04818899999998,0.048137612232198417
10,-37.746456,145.058616,0.048137612232198417
11,-37.744544,145.06200900000002,0.03706996177437995
12,-37.743721,145.063431,0.03706996177437995
13,-37.743181,145.066575,0.03706996177437995
14,-37.744839,145.067475,0.03706996177437995
15,-37.745094,145.070129,0.03706996177437995
16,-37.742912,145.073276,0.03706996177437995
17,-37.743214,145.075997,0.03706996177437995
18,-37.74211,145.07848700000002,0.03706996177437995
19,-37.743278000000004,145.08356799999999,0.03706996177437995
20,-37.744234999999996,145.088598,0.03706996177437995
21,-37.742262,145.090096,0.002311316561472131
22,-37.740204,145.089902,0.002311316561472131
23,-37.739581,145.090789,0.002311316561472131
24,-37.738023999999996,145.091014,0.002311316561472131
25,-37.736714,145.090671,0.002311316561472131
26,-37.733071,145.091141,0.002311316561472131
27,-37.73242,145.08715,0.002311316561472131
28,-37.729606,145.09222,0.002311316561472131
29,-37.728815999999995,145.096155,0.002311316561472131
30,-37.729119,145.10130900000001,0.002311316561472131
31,-37.728367999999996,145.101745,0.002311316561472131
32,-37.725426,145.104122,0.002311316561472131
33,-37.723613,145.10423500000002,0.002311316561472131
34,-37.7211,145.10388,0.002311316561472131
35,-37.717859999999995,145.104444,0.005156013867899369
36,-37.716864,145.101751,0.002311316561472131
37,-37.715024,145.101526,0.005156013867899369
38,-37.71375,145.10173999999998,0.005156013867899369
39,-37.711867,145.10206599999998,0.005156013867899369
40,-37.806212,144.884835,0.09983109609743088
41,-37.785635,144.8757,0.03240288025602276
42,-37.787155,144.879375,0.09983109609743088
43,-37.788376,144.882364,0.09983109609743088
44,-37.789660999999995,144.88544299999998,0.09983109609743088
45,-37.7921,144.88931000000002,0.09983109609743088
46,-37.79495,144.88873999999998,0.09983109609743088
47,-37.796555,144.8885,0.09983109609743088
48,-37.798444,144.888149,0.09983109609743088
49,-37.79883,144.891256,0.09983109609743088
50,-37.799479999999996,144.89302,0.09983109609743088
51,-37.800492999999996,144.895672,0.09983109609743088
52,-37.783384999999996,144.864948,0.03240288025602276
53,-37.786079,144.864418,0.03240288025602276
54,-37.788973999999996,144.863923,0.03240288025602276
55,-37.79137,144.863476,0.03240288025602276
56,-37.793728,144.86298,0.03240288025602276
57,-37.795864,144.862978,0.03240288025602276
58,-37.796221,144.866201,0.03240288025602276
59,-37.796509,144.869371,0.03240288025602276
60,-37.796890000000005,144.87221,0.03240288025602276
61,-37.797084999999996,144.874197,0.03240288025602276
62,-37.797391,144.87811399999998,0.09983109609743088
63,-37.797866,144.880823,0.09983109609743088
64,-37.798234,144.884493,0.09983109609743088
65,-37.798612,144.887705,0.09983109609743088
66,-37.798784999999995,144.89312900000002,0.09983109609743088
67,-37.802782,144.8988,0.09983109609743088
68,-37.804629999999996,144.90209199999998,0.09983109609743088
69,-37.805278,144.904628,0.09983109609743088
70,-37.790153000000004,144.899978,0.0520935194239488
71,-37.790865000000004,144.89484,0.09983109609743088
72,-37.7948,144.895429,0.09983109609743088
73,-37.79687,144.897326,0.09983109609743088
74,-37.799207,144.899141,0.09983109609743088
75,-37.802944000000004,144.891225,0.09983109609743088
76,-37.802678,144.88887,0.09983109609743088
77,-37.805293,144.88474,0.09983109609743088
78,-37.807725,144.88432,0.09983109609743088
79,-37.810624,144.88386100000002,0.015956973953240288
80,-36.720888,144.68276200000003,0.002489110143123833
81,-36.720818,144.68287800000002,0.002489110143123833
82,-36.599102,144.652965,0.0006222775357809583
83,-36.599105,144.653055,0.0006222775357809583
84,-36.495308,144.607892,0.0009334163036714375
85,-36.495348,144.608118,0.0009334163036714375
86,-36.36227,144.698717,0.0039559071917503776
87,-36.124085,144.751928,0.05844963996799715
88,-35.956292,144.36879199999998,0.00031113876789047915
89,-35.95598,144.3688,0.00031113876789047915
90,-36.028933,144.51657,0.00031113876789047915
91,-36.271741999999996,144.535782,0.0013334518623877678
92,-36.271677000000004,144.53581699999998,0.0013334518623877678
93,-36.249943,144.94828,0.0039559071917503776
94,-36.249807000000004,144.94808,0.0039559071917503776
95,-36.397071999999994,144.980858,0.0011112098853231398
96,-36.445718,144.982585,0.0011112098853231398
97,-36.445953,144.982435,0.0011112098853231398
98,-36.585665000000006,145.014727,0.0026669037247755356
99,-36.585465,145.014892,0.0026669037247755356
100,-36.61687,145.21818000000002,0.0006222775357809583
101,-36.368982,144.231968,0.00044448395412925593
102,-36.36873,144.23198,0.00044448395412925593
103,-36.211573,144.231862,0.00035558716330340474
104,-36.211288,144.231943,0.00035558716330340474
105,-36.616577,145.21709199999998,0.0006222775357809583
106,-36.613045,145.240382,0.0006222775357809583
107,-36.785962,145.15368,0.00035558716330340474
108,-36.786,145.153043,0.00035558716330340474
109,-36.749277,145.568375,0.006978398079829318
110,-36.544817,145.984002,0.04298159836429905
111,-36.411227000000004,145.92275700000002,0.00044448395412925593
112,-36.411113,145.922898,0.00044448395412925593
113,-36.331070000000004,145.894473,0.00044448395412925593
114,-36.330928,145.89459,0.00044448395412925593
115,-36.355173,146.317205,0.0838741221441906
116,-37.059255,142.773551,0.021068539425726732
117,-37.063637,142.763452,0.021068539425726732
118,-36.906665000000004,142.663948,0.00031113876789047915
119,-36.906787,142.663288,0.00031113876789047915
120,-37.987744,145.314735,0.005467152635789848
121,-37.995963,145.313035,0.005467152635789848
122,-38.000694,145.312074,0.05724953329184816
123,-38.001644,145.311891,0.05724953329184816
124,-38.0021,145.312194,0.05724953329184816
125,-38.00591,145.31665,0.05724953329184816
126,-38.00904,145.316043,0.05724953329184816
127,-38.012078,145.314547,0.05724953329184816
128,-38.015091999999996,145.312178,0.05724953329184816
129,-38.014269,145.310524,0.05724953329184816
130,-38.031906,145.30901599999999,0.05724953329184816
131,-38.032461,145.31276200000002,0.05724953329184816
132,-38.033321,145.316419,0.05724953329184816
133,-38.034759,145.319831,0.05724953329184816
134,-38.03752,145.32256999999998,0.05724953329184816
135,-38.039393,145.318883,0.05724953329184816
136,-38.039393,145.31350700000002,0.05724953329184816
137,-38.03869,145.309792,0.05724953329184816
138,-38.038865,145.305425,0.030980531602809138
139,-38.05265,145.30175,0.030980531602809138
140,-38.058925,145.30045,0.030980531602809138
141,-38.00952,145.315796,0.05724953329184816
142,-38.012008,145.314457,0.05724953329184816
143,-38.01457,145.31250500000002,0.05724953329184816
144,-38.014086,145.310321,0.05724953329184816
145,-38.031141999999996,145.304835,0.030980531602809138
146,-38.032059000000004,145.309167,0.05724953329184816
147,-38.03338,145.313625,0.05724953329184816
148,-38.033431,145.316402,0.05724953329184816
149,-38.03487,145.319905,0.05724953329184816
150,-38.037822999999996,145.322347,0.05724953329184816
151,-38.039264,145.318953,0.05724953329184816
152,-38.039248,145.313255,0.05724953329184816
153,-38.038545,145.30966999999998,0.05724953329184816
154,-38.03873,145.305295,0.030980531602809138
155,-38.052853000000006,145.30143999999999,0.030980531602809138
156,-38.058954,145.30025,0.030980531602809138
157,-38.062323,145.299603,0.030980531602809138
158,-38.064785,145.299068,0.030980531602809138
159,-38.07946,145.296309,0.013201173437638901
160,-37.724234,144.796303,0.014179038136723264
161,-37.723619,144.799596,0.014179038136723264
162,-37.721165,144.800746,0.014179038136723264
163,-37.719721,144.798494,0.04040359143034936
164,-37.719157,144.795001,0.04040359143034936
165,-37.717801,144.791846,0.04040359143034936
166,-37.715067,144.789727,0.04040359143034936
167,-37.712661,144.789548,0.04040359143034936
168,-37.711725,144.793215,0.04040359143034936
169,-37.709604999999996,144.794026,0.04040359143034936
170,-37.703727,144.784855,0.04040359143034936
171,-37.702045,144.781738,0.04040359143034936
172,-37.693699,144.774672,0.03746999733309628
173,-37.691261,144.77364,0.03746999733309628
174,-37.68716,144.77765,0.03746999733309628
175,-37.685959999999994,144.78046,0.04040359143034936
176,-37.688590000000005,144.7827,0.04040359143034936
177,-37.69038,144.786958,0.04040359143034936
178,-37.692033,144.79019499999998,0.04040359143034936
179,-37.69419,144.79303000000002,0.04040359143034936
180,-37.69556,144.79555,0.04040359143034936
181,-37.698840000000004,144.79721999999998,0.04040359143034936
182,-37.701774,144.800552,0.04040359143034936
183,-37.710939,144.80393899999999,0.04040359143034936
184,-37.715579999999996,144.805566,0.04040359143034936
185,-37.715472999999996,144.807426,0.04040359143034936
186,-37.715532,144.810528,0.04040359143034936
187,-37.718337,144.81213400000001,0.04040359143034936
188,-37.721184,144.812411,0.005022668681660592
189,-37.723966,144.81198700000002,0.005022668681660592
190,-37.726602,144.812396,0.005022668681660592
191,-37.730567,144.815954,0.005022668681660592
192,-37.73317,144.818153,0.005022668681660592
193,-37.735087,144.819773,0.005022668681660592
194,-37.738337,144.822327,0.005022668681660592
195,-37.740675,144.82449499999998,0.005022668681660592
196,-37.743109999999994,144.826553,0.005022668681660592
197,-37.74517,144.828281,0.005022668681660592
198,-37.74759,144.82825,0.005022668681660592
199,-37.7473,144.82617,0.005022668681660592
200,-38.189389,146.29193,0.007689572406436127
201,-38.238325,146.388941,0.014490176904613744
202,-38.237978000000005,146.393402,0.014490176904613744
203,-38.183028,146.251615,0.007689572406436127
204,-38.18189,146.27474099999998,0.007689572406436127
205,-38.198871999999994,146.519542,0.014490176904613744
206,-38.197169,146.522852,0.014490176904613744
207,-38.19485,146.545081,0.014490176904613744
208,-38.194739,146.54542800000002,0.00017779358165170237
209,-38.237441,146.390305,0.014490176904613744
210,-38.309595,146.424616,0.014490176904613744
211,-38.189122999999995,146.258511,0.007689572406436127
212,-38.191542999999996,146.257182,0.007689572406436127
213,-38.184616999999996,146.243978,0.007689572406436127
214,-38.184637,146.248131,0.007689572406436127
215,-38.310101,146.424593,0.014490176904613744
216,-38.162145,146.364182,0.0904969330607165
217,-38.162013,146.366458,0.0904969330607165
218,-38.162481,146.364406,0.0904969330607165
219,-38.186902,146.296133,0.007689572406436127
220,-38.175976,146.294837,0.007689572406436127
221,-38.174883,146.29072,0.007689572406436127
222,-38.249952,146.435761,0.014490176904613744
223,-38.163053999999995,146.390633,0.014490176904613744
224,-38.162855,146.3899,0.014490176904613744
225,-38.200833,146.561111,0.00017779358165170237
226,-38.201944,146.55944399999998,0.00017779358165170237
227,-38.201111,146.556667,0.00017779358165170237
228,-38.173888,146.286427,0.007689572406436127
229,-38.173875,146.286811,0.007689572406436127
230,-38.199624,146.57339,0.00017779358165170237
231,-38.312641,146.420416,0.014490176904613744
232,-38.179582,146.55043700000002,0.00017779358165170237
233,-38.178917,146.28504099999998,0.007689572406436127
234,-38.184571000000005,146.533659,0.014490176904613744
235,-38.299375,146.545373,0.014490176904613744
236,-38.209236,146.520443,0.014490176904613744
237,-38.194761,146.55209,0.00017779358165170237
238,-38.185190000000006,146.2668,0.007689572406436127
239,-38.17634,146.26185,0.007689572406436127
240,-38.137843,145.16996799999998,0.015690283580762736
241,-38.136528000000006,145.169142,0.015690283580762736
242,-38.13665,145.16554299999999,0.23979909325273358
243,-38.138018,145.163232,0.23979909325273358
244,-38.14186,145.13756,0.23979909325273358
245,-38.131619,145.133691,0.23979909325273358
246,-38.1427,145.1258,0.23979909325273358
247,-38.144878000000006,145.123653,0.23979909325273358
248,-38.124243,145.15073999999998,0.04649302160192017
249,-38.137663,145.128246,0.23979909325273358
250,-38.136562,145.129198,0.23979909325273358
251,-38.136225,145.129214,0.23979909325273358
252,-38.133857,145.130246,0.23979909325273358
253,-38.13397,145.130314,0.23979909325273358
254,-38.130962,145.131498,0.23979909325273358
255,-38.131091,145.131566,0.23979909325273358
256,-38.127932,145.134843,0.23979909325273358
257,-38.118697999999995,145.149695,0.04649302160192017
258,-38.09856,145.184832,0.04649302160192017
259,-38.098615,145.184898,0.04649302160192017
260,-38.095495,145.18684,0.04649302160192017
261,-38.095577,145.18716799999999,0.04649302160192017
262,-38.091592999999996,145.18746299999998,0.04649302160192017
263,-38.08882,145.18804699999998,0.04649302160192017
264,-38.08702,145.188357,0.04649302160192017
